|NSC|NAME|CTCAE_VERSION|CTCAE_CATEGORY|TOXICITY|AE_TERM|SELECT_AE|OTHER_TOXICITY|IMT_CODE|CTEP_PREFERRED_TERM|SHORT_NAME|SUB_CATEGORY|EXPECTED_TOXICITY_FLAG|
|727989|"GW572016 (lapatinib, Tykerb)"|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|General disorders and administration site conditions|Flu like symptoms|Flu like symptoms|||10016791|Flu like symptoms|Flu like symptoms||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Hepatobiliary disorders|Hepatic failure|Hepatic failure|||10019663|Hepatic failure|Hepatic failure||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Investigations|Alanine aminotransferase increased|Alanine aminotransferase increased|||10001551|Alanine aminotransferase increased|Alanine aminotransferase increased||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Investigations|Aspartate aminotransferase increased|Aspartate aminotransferase increased|||10003481|Aspartate aminotransferase increased|Aspartate aminotransferase increased||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Investigations|Blood bilirubin increased|Blood bilirubin increased|||10005364|Blood bilirubin increased|Blood bilirubin increased||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Investigations|Electrocardiogram QT corrected interval prolonged|Electrocardiogram QT corrected interval prolonged|||10014383|Electrocardiogram QT corrected interval prolonged|Electrocardiogram QT corrected interval prolonged||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Metabolism and nutrition disorders|Dehydration|Dehydration|||10012174|Dehydration|Dehydration||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Nervous system disorders|Dysgeusia|Dysgeusia|||10013911|Dysgeusia|Dysgeusia||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|"Respiratory, thoracic and mediastinal disorders"|Laryngeal mucositis|Laryngeal mucositis|||10065880|Laryngeal mucositis|Laryngeal mucositis||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|"Respiratory, thoracic and mediastinal disorders"|Pharyngeal mucositis|Pharyngeal mucositis|||10065881|Pharyngeal mucositis|Pharyngeal mucositis||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|"Respiratory, thoracic and mediastinal disorders"|Tracheal mucositis|Tracheal mucositis|||10065900|Tracheal mucositis|Tracheal mucositis||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Skin and subcutaneous tissue disorders|Rash acneiform|Rash acneiform|||10037847|Rash acneiform|Rash acneiform||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|727989|"GW572016 (lapatinib, Tykerb)"|4|Vascular disorders|Flushing|Flushing|||10016825|Flushing|Flushing||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Abdominal pain|Abdominal pain|||10000081|Abdominal pain|Abdominal pain||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Anal fistula|Anal fistula|||10002156|Anal fistula|Anal fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Colonic fistula|Colonic fistula|||10009995|Colonic fistula|Colonic fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Colonic perforation|Colonic perforation|||10010001|Colonic perforation|Colonic perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Diarrhea|Diarrhea|||10012727|Diarrhea|Diarrhea||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Duodenal fistula|Duodenal fistula|||10013828|Duodenal fistula|Duodenal fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Duodenal perforation|Duodenal perforation|||10013832|Duodenal perforation|Duodenal perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Enterovesical fistula|Enterovesical fistula|||10062570|Enterovesical fistula|Enterovesical fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Esophageal fistula|Esophageal fistula|||10065851|Esophageal fistula|Esophageal fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Esophageal perforation|Esophageal perforation|||10055472|Esophageal perforation|Esophageal perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Gastric fistula|Gastric fistula|||10065713|Gastric fistula|Gastric fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Gastric perforation|Gastric perforation|||10017815|Gastric perforation|Gastric perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Gastrointestinal fistula|Gastrointestinal fistula|||10017877|Gastrointestinal fistula|Gastrointestinal fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Ileal fistula|Ileal fistula|||10065728|Ileal fistula|Ileal fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Ileal perforation|Ileal perforation|||10021305|Ileal perforation|Ileal perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Jejunal fistula|Jejunal fistula|||10065719|Jejunal fistula|Jejunal fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Jejunal perforation|Jejunal perforation|||10023174|Jejunal perforation|Jejunal perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Oral cavity fistula|Oral cavity fistula|||10065720|Oral cavity fistula|Oral cavity fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Pancreatic fistula|Pancreatic fistula|||10049192|Pancreatic fistula|Pancreatic fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Rectal fistula|Rectal fistula|||10038062|Rectal fistula|Rectal fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Rectal perforation|Rectal perforation|||10038073|Rectal perforation|Rectal perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Salivary gland fistula|Salivary gland fistula|||10039411|Salivary gland fistula|Salivary gland fistula||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Small intestinal perforation|Small intestinal perforation|||10041103|Small intestinal perforation|Small intestinal perforation||No|
|737754|GW786034 (pazopanib)|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|737754|GW786034 (pazopanib)|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|737754|GW786034 (pazopanib)|4|Investigations|Alanine aminotransferase increased|Alanine aminotransferase increased|||10001551|Alanine aminotransferase increased|Alanine aminotransferase increased||No|
|737754|GW786034 (pazopanib)|4|Investigations|Aspartate aminotransferase increased|Aspartate aminotransferase increased|||10003481|Aspartate aminotransferase increased|Aspartate aminotransferase increased||No|
|737754|GW786034 (pazopanib)|4|Investigations|Blood bilirubin increased|Blood bilirubin increased|||10005364|Blood bilirubin increased|Blood bilirubin increased||No|
|737754|GW786034 (pazopanib)|4|Investigations|Lymphocyte count decreased|Lymphocyte count decreased|||10025256|Lymphocyte count decreased|Lymphocyte count decreased||No|
|737754|GW786034 (pazopanib)|4|Investigations|Neutrophil count decreased|Neutrophil count decreased|||10029366|Neutrophil count decreased|Neutrophil count decreased||No|
|737754|GW786034 (pazopanib)|4|Investigations|Platelet count decreased|Platelet count decreased|||10035528|Platelet count decreased|Platelet count decreased||No|
|737754|GW786034 (pazopanib)|4|Investigations|White blood cell decreased|White blood cell decreased|||10049182|White blood cell decreased|White blood cell decreased||No|
|737754|GW786034 (pazopanib)|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|737754|GW786034 (pazopanib)|4|Metabolism and nutrition disorders|Dehydration|Dehydration|||10012174|Dehydration|Dehydration||No|
|737754|GW786034 (pazopanib)|4|Metabolism and nutrition disorders|Hyperglycemia|Hyperglycemia|||10020639|Hyperglycemia|Hyperglycemia||No|
|737754|GW786034 (pazopanib)|4|Metabolism and nutrition disorders|Hypoglycemia|Hypoglycemia|||10021005|Hypoglycemia|Hypoglycemia||No|
|737754|GW786034 (pazopanib)|4|Metabolism and nutrition disorders|Hypophosphatemia|Hypophosphatemia|||10021059|Hypophosphatemia|Hypophosphatemia||No|
|737754|GW786034 (pazopanib)|4|Musculoskeletal and connective tissue disorders|Arthralgia|Arthralgia|||10003239|Arthralgia|Arthralgia||No|
|737754|GW786034 (pazopanib)|4|Nervous system disorders|Dizziness|Dizziness|||10013573|Dizziness|Dizziness||No|
|737754|GW786034 (pazopanib)|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|737754|GW786034 (pazopanib)|4|Renal and urinary disorders|Proteinuria|Proteinuria|||10037032|Proteinuria|Proteinuria||No|
|737754|GW786034 (pazopanib)|4|Renal and urinary disorders|Urinary fistula|Urinary fistula|||10065368|Urinary fistula|Urinary fistula||No|
|737754|GW786034 (pazopanib)|4|Reproductive system and breast disorders|Female genital tract fistula|Female genital tract fistula|||10061149|Female genital tract fistula|Female genital tract fistula||No|
|737754|GW786034 (pazopanib)|4|Reproductive system and breast disorders|Uterine fistula|Uterine fistula|||10065811|Uterine fistula|Uterine fistula||No|
|737754|GW786034 (pazopanib)|4|Reproductive system and breast disorders|Vaginal fistula|Vaginal fistula|||10065813|Vaginal fistula|Vaginal fistula||No|
|737754|GW786034 (pazopanib)|4|"Respiratory, thoracic and mediastinal disorders"|Bronchopulmonary hemorrhage|Bronchopulmonary hemorrhage|||10065746|Bronchopulmonary hemorrhage|Bronchopulmonary hemorrhage||No|
|737754|GW786034 (pazopanib)|4|"Respiratory, thoracic and mediastinal disorders"|Epistaxis|Epistaxis|||10015090|Epistaxis|Epistaxis||No|
|737754|GW786034 (pazopanib)|4|"Respiratory, thoracic and mediastinal disorders"|Laryngeal hemorrhage|Laryngeal hemorrhage|||10065759|Laryngeal hemorrhage|Laryngeal hemorrhage||No|
|737754|GW786034 (pazopanib)|4|"Respiratory, thoracic and mediastinal disorders"|Mediastinal hemorrhage|Mediastinal hemorrhage|||10056356|Mediastinal hemorrhage|Mediastinal hemorrhage||No|
|737754|GW786034 (pazopanib)|4|"Respiratory, thoracic and mediastinal disorders"|Pharyngeal hemorrhage|Pharyngeal hemorrhage|||10055315|Pharyngeal hemorrhage|Pharyngeal hemorrhage||No|
|737754|GW786034 (pazopanib)|4|"Respiratory, thoracic and mediastinal disorders"|Pleural hemorrhage|Pleural hemorrhage|||10055319|Pleural hemorrhage|Pleural hemorrhage||No|
|737754|GW786034 (pazopanib)|4|Skin and subcutaneous tissue disorders|Alopecia|Alopecia|||10001760|Alopecia|Alopecia||No|
|737754|GW786034 (pazopanib)|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|737754|GW786034 (pazopanib)|4|Skin and subcutaneous tissue disorders|Skin hypopigmentation|Skin hypopigmentation|||10040868|Skin hypopigmentation|Skin hypopigmentation||No|
|737754|GW786034 (pazopanib)|4|Vascular disorders|Hypertension|Hypertension|||10020772|Hypertension|Hypertension||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|General disorders and administration site conditions|Infusion related reaction|Infusion related reaction|||10051792|Infusion related reaction|Infusion related reaction||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Immune system disorders|Allergic reaction|Allergic reaction|||10001718|Allergic reaction|Allergic reaction||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Investigations|Lymphocyte count decreased|Lymphocyte count decreased|||10025256|Lymphocyte count decreased|Lymphocyte count decreased||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Investigations|Weight loss|Weight loss|||10047900|Weight loss|Weight loss||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Metabolism and nutrition disorders|Hyperglycemia|Hyperglycemia|||10020639|Hyperglycemia|Hyperglycemia||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|"Respiratory, thoracic and mediastinal disorders"|Allergic rhinitis|Allergic rhinitis|||10001723|Allergic rhinitis|Allergic rhinitis||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Skin and subcutaneous tissue disorders|Pruritus|Pruritus|||10037087|Pruritus|Pruritus||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Skin and subcutaneous tissue disorders|Rash acneiform|Rash acneiform|||10037847|Rash acneiform|Rash acneiform||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|742460|IMC-A12 (HuMAb IGF-1R; A12; Cixutumumab)|4|Skin and subcutaneous tissue disorders|Urticaria|Urticaria|||10046735|Urticaria|Urticaria||No|
|672423|InterLEUKIN-12|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|672423|InterLEUKIN-12|4|Blood and lymphatic system disorders|Hemolysis|Hemolysis|||10019491|Hemolysis|Hemolysis||No|
|672423|InterLEUKIN-12|4|Cardiac disorders|Sinus tachycardia|Sinus tachycardia|||10040752|Sinus tachycardia|Sinus tachycardia||No|
|672423|InterLEUKIN-12|4|Cardiac disorders|Supraventricular tachycardia|Supraventricular tachycardia|||10042604|Supraventricular tachycardia|Supraventricular tachycardia||No|
|672423|InterLEUKIN-12|4|Cardiac disorders|Ventricular arrhythmia|Ventricular arrhythmia|||10047281|Ventricular arrhythmia|Ventricular arrhythmia||No|
|672423|InterLEUKIN-12|4|Endocrine disorders|Hypothyroidism|Hypothyroidism|||10021114|Hypothyroidism|Hypothyroidism||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Anal hemorrhage|Anal hemorrhage|||10055226|Anal hemorrhage|Anal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Anal ulcer|Anal ulcer|||10002180|Anal ulcer|Anal ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Cecal hemorrhage|Cecal hemorrhage|||10065747|Cecal hemorrhage|Cecal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Colonic hemorrhage|Colonic hemorrhage|||10009998|Colonic hemorrhage|Colonic hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Colonic ulcer|Colonic ulcer|||10010006|Colonic ulcer|Colonic ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Constipation|Constipation|||10010774|Constipation|Constipation||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Diarrhea|Diarrhea|||10012727|Diarrhea|Diarrhea||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Duodenal hemorrhage|Duodenal hemorrhage|||10055242|Duodenal hemorrhage|Duodenal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Duodenal ulcer|Duodenal ulcer|||10013836|Duodenal ulcer|Duodenal ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Dyspepsia|Dyspepsia|||10013946|Dyspepsia|Dyspepsia||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Esophageal hemorrhage|Esophageal hemorrhage|||10015384|Esophageal hemorrhage|Esophageal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Esophageal ulcer|Esophageal ulcer|||10015451|Esophageal ulcer|Esophageal ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Esophageal varices hemorrhage|Esophageal varices hemorrhage|||10015453|Esophageal varices hemorrhage|Esophageal varices hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Gastric hemorrhage|Gastric hemorrhage|||10017789|Gastric hemorrhage|Gastric hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Gastric ulcer|Gastric ulcer|||10017822|Gastric ulcer|Gastric ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Hemorrhoidal hemorrhage|Hemorrhoidal hemorrhage|||10060640|Hemorrhoidal hemorrhage|Hemorrhoidal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Ileal hemorrhage|Ileal hemorrhage|||10055287|Ileal hemorrhage|Ileal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Ileal ulcer|Ileal ulcer|||10021309|Ileal ulcer|Ileal ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Intra-abdominal hemorrhage|Intra-abdominal hemorrhage|||10055291|Intra-abdominal hemorrhage|Intra-abdominal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Jejunal hemorrhage|Jejunal hemorrhage|||10055300|Jejunal hemorrhage|Jejunal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Jejunal ulcer|Jejunal ulcer|||10023177|Jejunal ulcer|Jejunal ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Lower gastrointestinal hemorrhage|Lower gastrointestinal hemorrhage|||10051746|Lower gastrointestinal hemorrhage|Lower gastrointestinal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Mucositis oral|Mucositis oral|||10028130|Mucositis oral|Mucositis oral||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Nausea|Nausea|||10028813|Nausea|Nausea||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Oral hemorrhage|Oral hemorrhage|||10030980|Oral hemorrhage|Oral hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Pancreatic hemorrhage|Pancreatic hemorrhage|||10033626|Pancreatic hemorrhage|Pancreatic hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Rectal hemorrhage|Rectal hemorrhage|||10038064|Rectal hemorrhage|Rectal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Rectal ulcer|Rectal ulcer|||10038080|Rectal ulcer|Rectal ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Retroperitoneal hemorrhage|Retroperitoneal hemorrhage|||10038981|Retroperitoneal hemorrhage|Retroperitoneal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Small intestine ulcer|Small intestine ulcer|||10041133|Small intestine ulcer|Small intestine ulcer||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Upper gastrointestinal hemorrhage|Upper gastrointestinal hemorrhage|||10055356|Upper gastrointestinal hemorrhage|Upper gastrointestinal hemorrhage||No|
|672423|InterLEUKIN-12|4|Gastrointestinal disorders|Vomiting|Vomiting|||10047700|Vomiting|Vomiting||No|
|672423|InterLEUKIN-12|4|General disorders and administration site conditions|Chills|Chills|||10008531|Chills|Chills||No|
|672423|InterLEUKIN-12|4|General disorders and administration site conditions|Edema limbs|Edema limbs|||10050068|Edema limbs|Edema limbs||No|
|672423|InterLEUKIN-12|4|General disorders and administration site conditions|Fatigue|Fatigue|||10016256|Fatigue|Fatigue||No|
|672423|InterLEUKIN-12|4|General disorders and administration site conditions|Fever|Fever|||10016558|Fever|Fever||No|
|672423|InterLEUKIN-12|4|General disorders and administration site conditions|Injection site reaction|Injection site reaction|||10022095|Injection site reaction|Injection site reaction||No|
|672423|InterLEUKIN-12|4|Hepatobiliary disorders|Hepatic failure|Hepatic failure|||10019663|Hepatic failure|Hepatic failure||No|
|672423|InterLEUKIN-12|4|Investigations|Activated partial thromboplastin time prolonged|Activated partial thromboplastin time prolonged|||10000636|Activated partial thromboplastin time prolonged|Activated partial thromboplastin time prolonged||No|
|672423|InterLEUKIN-12|4|Investigations|Alanine aminotransferase increased|Alanine aminotransferase increased|||10001551|Alanine aminotransferase increased|Alanine aminotransferase increased||No|
|672423|InterLEUKIN-12|4|Investigations|Alkaline phosphatase increased|Alkaline phosphatase increased|||10001675|Alkaline phosphatase increased|Alkaline phosphatase increased||No|
|672423|InterLEUKIN-12|4|Investigations|Aspartate aminotransferase increased|Aspartate aminotransferase increased|||10003481|Aspartate aminotransferase increased|Aspartate aminotransferase increased||No|
|672423|InterLEUKIN-12|4|Investigations|Blood bilirubin increased|Blood bilirubin increased|||10005364|Blood bilirubin increased|Blood bilirubin increased||No|
|672423|InterLEUKIN-12|4|Investigations|Creatinine increased|Creatinine increased|||10011368|Creatinine increased|Creatinine increased||No|
|672423|InterLEUKIN-12|4|Investigations|INR increased|INR increased|||10022402|INR increased|INR increased||No|
|672423|InterLEUKIN-12|4|Investigations|Lymphocyte count decreased|Lymphocyte count decreased|||10025256|Lymphocyte count decreased|Lymphocyte count decreased||No|
|672423|InterLEUKIN-12|4|Investigations|Neutrophil count decreased|Neutrophil count decreased|||10029366|Neutrophil count decreased|Neutrophil count decreased||No|
|672423|InterLEUKIN-12|4|Investigations|Platelet count decreased|Platelet count decreased|||10035528|Platelet count decreased|Platelet count decreased||No|
|672423|InterLEUKIN-12|4|Investigations|Urine output decreased|Urine output decreased|||10059895|Urine output decreased|Urine output decreased||No|
|672423|InterLEUKIN-12|4|Investigations|Weight gain|Weight gain|||10047896|Weight gain|Weight gain||No|
|672423|InterLEUKIN-12|4|Investigations|Weight loss|Weight loss|||10047900|Weight loss|Weight loss||No|
|672423|InterLEUKIN-12|4|Investigations|White blood cell decreased|White blood cell decreased|||10049182|White blood cell decreased|White blood cell decreased||No|
|672423|InterLEUKIN-12|4|Metabolism and nutrition disorders|Anorexia|Anorexia|||10002646|Anorexia|Anorexia||No|
|672423|InterLEUKIN-12|4|Metabolism and nutrition disorders|Hyperglycemia|Hyperglycemia|||10020639|Hyperglycemia|Hyperglycemia||No|
|672423|InterLEUKIN-12|4|Metabolism and nutrition disorders|Hypoalbuminemia|Hypoalbuminemia|||10020943|Hypoalbuminemia|Hypoalbuminemia||No|
|672423|InterLEUKIN-12|4|Metabolism and nutrition disorders|Hypocalcemia|Hypocalcemia|||10020949|Hypocalcemia|Hypocalcemia||No|
|672423|InterLEUKIN-12|4|Musculoskeletal and connective tissue disorders|Arthralgia|Arthralgia|||10003239|Arthralgia|Arthralgia||No|
|672423|InterLEUKIN-12|4|Musculoskeletal and connective tissue disorders|Myalgia|Myalgia|||10028411|Myalgia|Myalgia||No|
|672423|InterLEUKIN-12|4|Nervous system disorders|Dizziness|Dizziness|||10013573|Dizziness|Dizziness||No|
|672423|InterLEUKIN-12|4|Nervous system disorders|Headache|Headache|||10019211|Headache|Headache||No|
|672423|InterLEUKIN-12|4|Nervous system disorders|Peripheral sensory neuropathy|Peripheral sensory neuropathy|||10034620|Peripheral sensory neuropathy|Peripheral sensory neuropathy||No|
|672423|InterLEUKIN-12|4|Psychiatric disorders|Anxiety|Anxiety|||10002855|Anxiety|Anxiety||No|
|672423|InterLEUKIN-12|4|Psychiatric disorders|Confusion|Confusion|||10010300|Confusion|Confusion||No|
|672423|InterLEUKIN-12|4|Psychiatric disorders|Depression|Depression|||10012378|Depression|Depression||No|
|672423|InterLEUKIN-12|4|Psychiatric disorders|Insomnia|Insomnia|||10022437|Insomnia|Insomnia||No|
|672423|InterLEUKIN-12|4|Renal and urinary disorders|Acute kidney injury|Acute kidney injury|||10069339|Acute kidney injury|Acute kidney injury||No|
|672423|InterLEUKIN-12|4|Renal and urinary disorders|Hematuria|Hematuria|||10019450|Hematuria|Hematuria||No|
|672423|InterLEUKIN-12|4|Renal and urinary disorders|Proteinuria|Proteinuria|||10037032|Proteinuria|Proteinuria||No|
|672423|InterLEUKIN-12|4|"Respiratory, thoracic and mediastinal disorders"|Dyspnea|Dyspnea|||10013963|Dyspnea|Dyspnea||No|
|672423|InterLEUKIN-12|4|Skin and subcutaneous tissue disorders|Hyperhidrosis|Hyperhidrosis|||10020642|Hyperhidrosis|Hyperhidrosis||No|
|672423|InterLEUKIN-12|4|Skin and subcutaneous tissue disorders|Rash maculo-papular|Rash maculo-papular|||10037868|Rash maculo-papular|Rash maculo-papular||No|
|672423|InterLEUKIN-12|4|Vascular disorders|Capillary leak syndrome|Capillary leak syndrome|||10007196|Capillary leak syndrome|Capillary leak syndrome||No|
|672423|InterLEUKIN-12|4|Vascular disorders|Hypertension|Hypertension|||10020772|Hypertension|Hypertension||No|
|672423|InterLEUKIN-12|4|Vascular disorders|Hypotension|Hypotension|||10021097|Hypotension|Hypotension||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Blood and lymphatic system disorders|Anemia|Anemia|||10002272|Anemia|Anemia||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Cardiac disorders|Conduction disorder|Conduction disorder|||10010276|Conduction disorder|Conduction disorder||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Cardiac disorders|Left ventricular systolic dysfunction|Left ventricular systolic dysfunction|||10069501|Left ventricular systolic dysfunction|Left ventricular systolic dysfunction||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Cardiac disorders|Myocarditis|Myocarditis|||10028606|Myocarditis|Myocarditis||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Cardiac disorders|Palpitations|Palpitations|||10033557|Palpitations|Palpitations||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Cardiac disorders|Sinus tachycardia|Sinus tachycardia||sinus tachycardia|10040752|Sinus tachycardia|Sinus tachycardia||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Cardiac disorders|Supraventricular tachycardia|Supraventricular tachycardia||supraventricular arrhythmia|10042604|Supraventricular tachycardia|Supraventricular tachycardia||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Cardiac disorders|Ventricular arrhythmia|Ventricular arrhythmia||ventricular arrhythmia|10047281|Ventricular arrhythmia|Ventricular arrhythmia||No|
|373364|"InterLEUKIN-2, Recombinant (Chiron; Aldesleukin; Proleukin)"|4|Ear and labyrinth disorders|Hearing impaired|Hearing impaired|||10019245|Hearing impaired|Hearing impaired||No|
